,bill,person,vote
35416,hconres119-115,T000474,0
35417,hconres119-115,T000475,1
35418,hconres119-115,T000465,0
35419,hconres119-115,T000463,1
35420,hconres119-115,U000031,1
35421,hconres119-115,V000129,1
35422,hconres119-115,V000130,0
35423,hconres119-115,V000131,0
35424,hconres119-115,V000132,0
35425,hconres119-115,V000081,0
35426,hconres119-115,V000108,0
35427,hconres119-115,W000812,1
35428,hconres119-115,W000798,1
35429,hconres119-115,W000791,1
35430,hconres119-115,W000819,1
35431,hconres119-115,W000813,1
35432,hconres119-115,W000820,1
35433,hconres119-115,W000799,0
35434,hconres119-115,W000797,0
35435,hconres119-115,W000187,0
35436,hconres119-115,W000822,0
35437,hconres119-115,W000814,1
35438,hconres119-115,W000806,1
35439,hconres119-115,W000800,0
35440,hconres119-115,W000815,1
35441,hconres119-115,W000821,1
35442,hconres119-115,W000816,1
35443,hconres119-115,W000808,0
35444,hconres119-115,W000795,1
35445,hconres119-115,W000804,1
35446,hconres119-115,W000809,1
35447,hconres119-115,W000810,1
35448,hconres119-115,Y000062,0
35449,hconres119-115,Y000063,1
35450,hconres119-115,Y000065,1
35451,hconres119-115,Y000033,1
35452,hconres119-115,Y000066,1
35453,hconres119-115,Z000017,1
35454,hconres119-115,R000570,0
35455,hr184-115,A000374,1
35456,hr184-115,A000370,0
35457,hr184-115,A000055,1
35458,hr184-115,A000371,1
35459,hr184-115,A000372,1
35460,hr184-115,A000367,1
35461,hr184-115,A000369,1
35462,hr184-115,A000375,1
35463,hr184-115,B001291,1
35464,hr184-115,B001298,1
35465,hr184-115,B001299,1
35466,hr184-115,B001269,1
35467,hr184-115,B001282,1
35468,hr184-115,B001300,1
35469,hr184-115,B000213,1
35470,hr184-115,B001270,0
35471,hr184-115,B001281,0
35472,hr184-115,B001287,1
35473,hr184-115,B001301,1
35474,hr184-115,B001292,0
35475,hr184-115,B001302,1
35476,hr184-115,B001257,1
35477,hr184-115,B000490,1
35478,hr184-115,B001293,1
35479,hr184-115,B001250,1
35480,hr184-115,B001273,0
35481,hr184-115,B001243,0
35482,hr184-115,B001294,1
35483,hr184-115,B000574,0
35484,hr184-115,B001303,0
35485,hr184-115,B001278,0
35486,hr184-115,B001295,1
35487,hr184-115,B001296,1
35488,hr184-115,B001227,0
35489,hr184-115,B000755,1
35490,hr184-115,B001290,1
35491,hr184-115,B001274,1
35492,hr184-115,B001284,1
35493,hr184-115,B001304,0
35494,hr184-115,B001285,1
35495,hr184-115,B001260,1
35496,hr184-115,B001297,1
35497,hr184-115,B001275,1
35498,hr184-115,B001305,1
35499,hr184-115,B001248,1
35500,hr184-115,B001286,1
35501,hr184-115,B001251,0
35502,hr184-115,B001289,1
35503,hr184-115,C000059,1
35504,hr184-115,C001037,0
35505,hr184-115,C001112,1
35506,hr184-115,C001097,1
35507,hr184-115,C001072,0
35508,hr184-115,C001103,1
35509,hr184-115,C001051,1
35510,hr184-115,C001090,0
35511,hr184-115,C001066,0
35512,hr184-115,C001091,0
35513,hr184-115,C000266,1
35514,hr184-115,C001109,1
35515,hr184-115,C001080,0
35516,hr184-115,C001084,0
35517,hr184-115,C001101,1
35518,hr184-115,C001067,0
35519,hr184-115,C001049,0
35520,hr184-115,C001061,0
35521,hr184-115,C001115,1
35522,hr184-115,C000537,0
35523,hr184-115,C001077,1
35524,hr184-115,C001068,0
35525,hr184-115,C001053,1
35526,hr184-115,C001093,1
35527,hr184-115,C001092,1
35528,hr184-115,C001108,1
35529,hr184-115,C001105,1
35530,hr184-115,C001062,1
35531,hr184-115,C001078,0
35532,hr184-115,C001094,1
35533,hr184-115,C000754,0
35534,hr184-115,C001110,1
35535,hr184-115,C001059,0
35536,hr184-115,C001106,1
35537,hr184-115,C001069,0
35538,hr184-115,C001096,1
35539,hr184-115,C001087,1
35540,hr184-115,C001111,1
35541,hr184-115,C001038,0
35542,hr184-115,C001063,1
35543,hr184-115,C001048,1
35544,hr184-115,C000984,0
35545,hr184-115,C001107,1
35546,hr184-115,C001114,1
35547,hr184-115,D000626,1
35548,hr184-115,D000598,1
35549,hr184-115,D000096,0
35550,hr184-115,D000619,1
35551,hr184-115,D000191,0
35552,hr184-115,D000197,0
35553,hr184-115,D000620,1
35554,hr184-115,D000216,0
35555,hr184-115,D000617,1
35556,hr184-115,D000627,0
35557,hr184-115,D000612,1
35558,hr184-115,D000621,1
35559,hr184-115,D000623,0
35560,hr184-115,D000616,1
35561,hr184-115,D000610,0
35562,hr184-115,D000600,1
35563,hr184-115,D000624,1
35564,hr184-115,D000399,0
35565,hr184-115,D000625,1
35566,hr184-115,D000482,0
35567,hr184-115,D000614,1
35568,hr184-115,D000615,1
35569,hr184-115,D000533,1
35570,hr184-115,D000628,1
35571,hr184-115,E000288,0
35572,hr184-115,E000294,1
35573,hr184-115,E000179,0
35574,hr184-115,E000215,0
35575,hr184-115,E000297,0
35576,hr184-115,E000298,1
35577,hr184-115,E000293,0
35578,hr184-115,E000296,0
35579,hr184-115,F000464,1
35580,hr184-115,F000465,1
35581,hr184-115,F000466,1
35582,hr184-115,F000459,1
35583,hr184-115,F000461,1
35584,hr184-115,F000449,1
35585,hr184-115,F000454,0
35586,hr184-115,F000450,1
35587,hr184-115,F000462,0
35588,hr184-115,F000372,1
35589,hr184-115,F000455,0
35590,hr184-115,G000571,1
35591,hr184-115,G000578,1
35592,hr184-115,G000579,1
35593,hr184-115,G000574,0
35594,hr184-115,G000559,0
35595,hr184-115,G000580,1
35596,hr184-115,G000584,1
35597,hr184-115,G000563,1
35598,hr184-115,G000552,1
35599,hr184-115,G000585,0
35600,hr184-115,G000581,1
35601,hr184-115,G000289,1
35602,hr184-115,G000565,1
35603,hr184-115,G000583,1
35604,hr184-115,G000566,1
35605,hr184-115,G000377,1
35606,hr184-115,G000560,1
35607,hr184-115,G000577,1
35608,hr184-115,G000546,0
35609,hr184-115,G000553,0
35610,hr184-115,G000410,1
35611,hr184-115,G000568,1
35612,hr184-115,G000551,0
35613,hr184-115,G000576,1
35614,hr184-115,G000558,1
35615,hr184-115,G000535,0
35616,hr184-115,H001050,0
35617,hr184-115,H001078,1
35618,hr184-115,H001045,1
35619,hr184-115,H001052,1
35620,hr184-115,H001053,0
35621,hr184-115,H000324,0
35622,hr184-115,H001064,0
35623,hr184-115,H001036,1
35624,hr184-115,H001056,1
35625,hr184-115,H001071,1
35626,hr184-115,H001077,1
35627,hr184-115,H001038,0
35628,hr184-115,H001072,1
35629,hr184-115,H001047,0
35630,hr184-115,H001065,1
35631,hr184-115,H001074,1
35632,hr184-115,H000874,0
35633,hr184-115,H001067,1
35634,hr184-115,H001068,0
35635,hr184-115,H001058,1
35636,hr184-115,H001059,1
35637,hr184-115,H001048,1
35638,hr184-115,H001073,1
35639,hr184-115,I000056,1
35640,hr184-115,J000032,0
35641,hr184-115,J000298,0
35642,hr184-115,J000294,0
35643,hr184-115,J000290,1
35644,hr184-115,J000297,1
35645,hr184-115,J000288,0
35646,hr184-115,J000299,1
35647,hr184-115,J000292,1
35648,hr184-115,J000126,0
35649,hr184-115,J000174,1
35650,hr184-115,J000255,0
35651,hr184-115,J000289,1
35652,hr184-115,J000295,1
35653,hr184-115,K000009,0
35654,hr184-115,K000386,1
35655,hr184-115,K000375,1
35656,hr184-115,K000385,0
35657,hr184-115,K000388,1
35658,hr184-115,K000376,1
35659,hr184-115,K000379,0
35660,hr184-115,K000389,1
35661,hr184-115,K000390,0
35662,hr184-115,K000380,0
35663,hr184-115,K000381,1
35664,hr184-115,K000188,0
35665,hr184-115,K000362,1
35666,hr184-115,K000210,1
35667,hr184-115,K000378,1
35668,hr184-115,K000387,1
35669,hr184-115,K000391,1
35670,hr184-115,K000382,1
35671,hr184-115,K000392,1
35672,hr184-115,L000573,1
35673,hr184-115,L000585,1
35674,hr184-115,L000578,1
35675,hr184-115,L000588,1
35676,hr184-115,L000564,1
35677,hr184-115,L000567,1
35678,hr184-115,L000559,0
35679,hr184-115,L000560,0
35680,hr184-115,L000557,0
35681,hr184-115,L000566,1
35682,hr184-115,L000581,0
35683,hr184-115,L000586,1
35684,hr184-115,L000551,0
35685,hr184-115,L000589,1
35686,hr184-115,L000263,0
35687,hr184-115,L000287,0
35688,hr184-115,L000587,1
35689,hr184-115,L000582,1
35690,hr184-115,L000563,1
35691,hr184-115,L000554,1
35692,hr184-115,L000565,1
35693,hr184-115,L000397,0
35694,hr184-115,L000576,0
35695,hr184-115,L000583,1
35696,hr184-115,L000584,1
35697,hr184-115,L000579,0
35698,hr184-115,L000480,0
35699,hr184-115,L000491,1
35700,hr184-115,L000569,1
35701,hr184-115,L000580,0
35702,hr184-115,L000570,0
35703,hr184-115,L000562,1
35704,hr184-115,M001193,1
35705,hr184-115,M000087,0
35706,hr184-115,M001185,1
35707,hr184-115,M001158,1
35708,hr184-115,M001179,1
35709,hr184-115,M001198,1
35710,hr184-115,M001184,1
35711,hr184-115,M001199,1
35712,hr184-115,M001163,0
35713,hr184-115,M001165,1
35714,hr184-115,M001157,1
35715,hr184-115,M001177,1
35716,hr184-115,M001143,0
35717,hr184-115,M001200,0
35718,hr184-115,M000312,0
35719,hr184-115,M001156,1
35720,hr184-115,M001180,1
35721,hr184-115,M001159,1
35722,hr184-115,M001166,0
35723,hr184-115,M001197,1
35724,hr184-115,M001187,1
35725,hr184-115,M001137,0
35726,hr184-115,M001188,0
35727,hr184-115,M001189,1
35728,hr184-115,M001201,1
35729,hr184-115,M001194,1
35730,hr184-115,M001195,1
35731,hr184-115,M001160,0
35732,hr184-115,M001196,1
35733,hr184-115,M001190,1
35734,hr184-115,M001202,1
35735,hr184-115,N000002,0
35736,hr184-115,N000179,0
35737,hr184-115,N000015,0
35738,hr184-115,N000189,1
35739,hr184-115,N000184,0
35740,hr184-115,N000127,1
35741,hr184-115,N000188,1
35742,hr184-115,N000190,1
35743,hr184-115,N000181,1
35744,hr184-115,O000171,1
35745,hr184-115,O000170,0
35746,hr184-115,O000168,1
35747,hr184-115,P000601,1
35748,hr184-115,P000034,0
35749,hr184-115,P000609,1
35750,hr184-115,P000613,1
35751,hr184-115,P000096,0
35752,hr184-115,P000594,1
35753,hr184-115,P000604,0
35754,hr184-115,P000588,1
35755,hr184-115,P000197,0
35756,hr184-115,P000593,0
35757,hr184-115,P000605,1
35758,hr184-115,P000608,1
35759,hr184-115,P000258,1
35760,hr184-115,P000597,0
35761,hr184-115,P000606,1
35762,hr184-115,P000607,0
35763,hr184-115,P000592,1
35764,hr184-115,P000611,1
35765,hr184-115,P000598,1
35766,hr184-115,P000599,1
35767,hr184-115,P000523,0
35768,hr184-115,Q000023,0
35769,hr184-115,R000606,0
35770,hr184-115,R000601,1
35771,hr184-115,R000585,1
35772,hr184-115,R000578,1
35773,hr184-115,R000586,1
35774,hr184-115,R000602,1
35775,hr184-115,R000597,1
35776,hr184-115,R000588,0
35777,hr184-115,R000591,1
35778,hr184-115,R000582,1
35779,hr184-115,R000575,1
35780,hr184-115,R000395,1
35781,hr184-115,R000409,1
35782,hr184-115,R000592,1
35783,hr184-115,R000607,1
35784,hr184-115,R000583,1
35785,hr184-115,R000435,1
35786,hr184-115,R000608,1
35787,hr184-115,R000580,1
35788,hr184-115,R000593,1
35789,hr184-115,R000598,1
35790,hr184-115,R000603,1
35791,hr184-115,R000486,0
35792,hr184-115,R000487,1
35793,hr184-115,R000599,1
35794,hr184-115,R000576,0
35795,hr184-115,R000515,0
35796,hr184-115,R000604,1
35797,hr184-115,R000609,1
35798,hr184-115,R000577,0
35799,hr184-115,S001156,0
35800,hr184-115,S000051,1
35801,hr184-115,S001168,0
35802,hr184-115,S001176,1
35803,hr184-115,S001145,0
35804,hr184-115,S001150,0
35805,hr184-115,S001190,1
35806,hr184-115,S001180,0
35807,hr184-115,S001183,1
35808,hr184-115,S000185,0
35809,hr184-115,S001189,1
35810,hr184-115,S001157,1
35811,hr184-115,S000244,1
35812,hr184-115,S000248,0
35813,hr184-115,S000250,1
35814,hr184-115,S001185,1
35815,hr184-115,S001170,0
35816,hr184-115,S000344,0
35817,hr184-115,S000364,1
35818,hr184-115,S001154,1
35819,hr184-115,S001148,1
35820,hr184-115,S001191,1
35821,hr184-115,S001165,1
35822,hr184-115,S001195,0
35823,hr184-115,S001172,1
35824,hr184-115,S000522,1
35825,hr184-115,S000583,1
35826,hr184-115,S000510,0
35827,hr184-115,S001199,1
35828,hr184-115,S001200,0
35829,hr184-115,S001175,0
35830,hr184-115,S001196,1
35831,hr184-115,S001192,1
35832,hr184-115,S001187,1
35833,hr184-115,S001201,1
35834,hr184-115,S001193,1
35835,hr184-115,T000472,0
35836,hr184-115,T000477,1
35837,hr184-115,T000478,1
35838,hr184-115,T000460,0
35839,hr184-115,T000193,0
35840,hr184-115,T000467,1
35841,hr184-115,T000238,1
35842,hr184-115,T000470,1
35843,hr184-115,T000468,0
35844,hr184-115,T000469,1
35845,hr184-115,T000474,1
35846,hr184-115,T000475,1
35847,hr184-115,T000465,0
35848,hr184-115,T000463,1
35849,hr184-115,U000031,1
35850,hr184-115,V000129,1
35851,hr184-115,V000130,1
35852,hr184-115,V000131,1
35853,hr184-115,V000132,1
35854,hr184-115,V000081,0
35855,hr184-115,V000108,0
35856,hr184-115,W000812,1
35857,hr184-115,W000798,1
35858,hr184-115,W000791,1
35859,hr184-115,W000819,1
35860,hr184-115,W000813,1
35861,hr184-115,W000820,1
35862,hr184-115,W000799,0
35863,hr184-115,W000797,0
35864,hr184-115,W000187,0
35865,hr184-115,W000822,0
35866,hr184-115,W000814,1
35867,hr184-115,W000806,1
35868,hr184-115,W000800,0
35869,hr184-115,W000815,1
35870,hr184-115,W000821,1
35871,hr184-115,W000816,1
35872,hr184-115,W000808,0
35873,hr184-115,W000795,1
35874,hr184-115,W000804,1
35875,hr184-115,W000809,1
35876,hr184-115,W000810,1
35877,hr184-115,Y000062,0
35878,hr184-115,Y000063,0
35879,hr184-115,Y000065,1
35880,hr184-115,Y000033,1
35881,hr184-115,Y000066,1
35882,hr184-115,Z000017,1
35883,hr184-115,R000570,0
35884,hr6311-115,A000374,1
35885,hr6311-115,A000370,0
35886,hr6311-115,A000055,1
35887,hr6311-115,A000371,0
35888,hr6311-115,A000372,1
35889,hr6311-115,A000367,1
35890,hr6311-115,A000369,1
35891,hr6311-115,A000375,1
35892,hr6311-115,B001291,1
35893,hr6311-115,B001298,1
35894,hr6311-115,B001299,1
35895,hr6311-115,B001269,1
35896,hr6311-115,B001282,1
35897,hr6311-115,B001300,0
35898,hr6311-115,B000213,1
35899,hr6311-115,B001270,0
35900,hr6311-115,B001281,0
35901,hr6311-115,B001287,1
35902,hr6311-115,B001301,1
35903,hr6311-115,B001292,0
35904,hr6311-115,B001302,1
35905,hr6311-115,B001257,1
35906,hr6311-115,B000490,0
35907,hr6311-115,B001293,1
35908,hr6311-115,B001250,1
35909,hr6311-115,B001273,0
35910,hr6311-115,B001243,0
35911,hr6311-115,B001294,1
35912,hr6311-115,B000574,0
35913,hr6311-115,B001303,0
35914,hr6311-115,B001278,0
35915,hr6311-115,B001295,1
35916,hr6311-115,B001296,0
35917,hr6311-115,B001227,0
35918,hr6311-115,B000755,1
35919,hr6311-115,B001290,1
35920,hr6311-115,B001274,1
35921,hr6311-115,B001284,1
35922,hr6311-115,B001304,0
35923,hr6311-115,B001285,0
35924,hr6311-115,B001260,1
35925,hr6311-115,B001297,1
35926,hr6311-115,B001275,1
35927,hr6311-115,B001305,1
35928,hr6311-115,B001248,1
35929,hr6311-115,B001286,1
35930,hr6311-115,B001251,0
35931,hr6311-115,B001289,1
35932,hr6311-115,C000059,1
35933,hr6311-115,C001037,0
35934,hr6311-115,C001112,0
35935,hr6311-115,C001097,0
35936,hr6311-115,C001072,0
35937,hr6311-115,C001103,1
35938,hr6311-115,C001051,1
35939,hr6311-115,C001090,0
35940,hr6311-115,C001066,0
35941,hr6311-115,C001091,0
35942,hr6311-115,C000266,1
35943,hr6311-115,C001109,1
35944,hr6311-115,C001080,0
35945,hr6311-115,C001084,0
35946,hr6311-115,C001101,0
35947,hr6311-115,C001067,0
35948,hr6311-115,C001049,0
35949,hr6311-115,C001061,0
35950,hr6311-115,C001115,1
35951,hr6311-115,C000537,0
35952,hr6311-115,C001077,1
35953,hr6311-115,C001068,0
35954,hr6311-115,C001053,1
35955,hr6311-115,C001093,1
35956,hr6311-115,C001092,1
35957,hr6311-115,C001108,1
35958,hr6311-115,C001105,1
35959,hr6311-115,C001062,1
35960,hr6311-115,C001078,0
35961,hr6311-115,C001094,1
35962,hr6311-115,C000754,0
35963,hr6311-115,C001110,0
35964,hr6311-115,C001059,0
35965,hr6311-115,C001106,1
35966,hr6311-115,C001069,0
35967,hr6311-115,C001096,0
35968,hr6311-115,C001087,1
35969,hr6311-115,C001111,0
35970,hr6311-115,C001038,0
35971,hr6311-115,C001063,1
35972,hr6311-115,C001048,1
35973,hr6311-115,C000984,0
35974,hr6311-115,C001107,1
35975,hr6311-115,C001114,1
35976,hr6311-115,D000626,1
35977,hr6311-115,D000598,0
35978,hr6311-115,D000096,0
35979,hr6311-115,D000619,1
35980,hr6311-115,D000191,0
35981,hr6311-115,D000197,0
35982,hr6311-115,D000620,0
35983,hr6311-115,D000216,0
35984,hr6311-115,D000617,0
35985,hr6311-115,D000627,0
35986,hr6311-115,D000612,1
35987,hr6311-115,D000621,1
35988,hr6311-115,D000623,0
35989,hr6311-115,D000616,1
35990,hr6311-115,D000610,0
35991,hr6311-115,D000600,1
35992,hr6311-115,D000624,0
35993,hr6311-115,D000399,0
35994,hr6311-115,D000625,1
35995,hr6311-115,D000482,0
35996,hr6311-115,D000614,1
35997,hr6311-115,D000615,1
35998,hr6311-115,D000533,1
35999,hr6311-115,D000628,1
36000,hr6311-115,E000288,0
36001,hr6311-115,E000294,1
36002,hr6311-115,E000179,0
36003,hr6311-115,E000215,0
36004,hr6311-115,E000297,0
36005,hr6311-115,E000298,1
36006,hr6311-115,E000293,0
36007,hr6311-115,E000296,0
36008,hr6311-115,F000464,1
36009,hr6311-115,F000465,1
36010,hr6311-115,F000466,1
36011,hr6311-115,F000459,1
36012,hr6311-115,F000461,1
36013,hr6311-115,F000449,1
36014,hr6311-115,F000454,0
36015,hr6311-115,F000450,1
36016,hr6311-115,F000462,0
36017,hr6311-115,F000372,1
36018,hr6311-115,F000455,0
36019,hr6311-115,G000571,0
36020,hr6311-115,G000578,1
36021,hr6311-115,G000579,1
36022,hr6311-115,G000574,0
36023,hr6311-115,G000559,0
36024,hr6311-115,G000580,1
36025,hr6311-115,G000584,1
36026,hr6311-115,G000563,1
36027,hr6311-115,G000552,1
36028,hr6311-115,G000585,0
36029,hr6311-115,G000581,1
36030,hr6311-115,G000289,1
36031,hr6311-115,G000565,1
36032,hr6311-115,G000583,1
36033,hr6311-115,G000566,1
36034,hr6311-115,G000377,1
36035,hr6311-115,G000560,1
36036,hr6311-115,G000577,1
36037,hr6311-115,G000546,1
36038,hr6311-115,G000553,0
36039,hr6311-115,G000410,0
36040,hr6311-115,G000568,1
36041,hr6311-115,G000551,0
36042,hr6311-115,G000576,1
36043,hr6311-115,G000558,1
36044,hr6311-115,G000535,0
36045,hr6311-115,H001050,0
36046,hr6311-115,H001078,1
36047,hr6311-115,H001045,1
36048,hr6311-115,H001052,1
36049,hr6311-115,H001053,1
36050,hr6311-115,H000324,0
36051,hr6311-115,H001064,0
36052,hr6311-115,H001036,1
36053,hr6311-115,H001056,1
36054,hr6311-115,H001071,1
36055,hr6311-115,H001077,1
36056,hr6311-115,H001038,0
36057,hr6311-115,H001072,1
36058,hr6311-115,H001047,0
36059,hr6311-115,H001065,1
36060,hr6311-115,H001074,1
36061,hr6311-115,H000874,0
36062,hr6311-115,H001067,1
36063,hr6311-115,H001068,0
36064,hr6311-115,H001058,1
36065,hr6311-115,H001059,1
36066,hr6311-115,H001048,1
36067,hr6311-115,H001073,1
36068,hr6311-115,I000056,1
36069,hr6311-115,J000032,0
36070,hr6311-115,J000298,0
36071,hr6311-115,J000294,0
36072,hr6311-115,J000290,1
36073,hr6311-115,J000297,1
36074,hr6311-115,J000288,0
36075,hr6311-115,J000299,1
36076,hr6311-115,J000292,1
36077,hr6311-115,J000126,0
36078,hr6311-115,J000174,1
36079,hr6311-115,J000255,0
36080,hr6311-115,J000289,1
36081,hr6311-115,J000295,1
36082,hr6311-115,K000009,0
36083,hr6311-115,K000386,1
36084,hr6311-115,K000375,0
36085,hr6311-115,K000385,0
36086,hr6311-115,K000388,1
36087,hr6311-115,K000376,1
36088,hr6311-115,K000379,0
36089,hr6311-115,K000389,0
36090,hr6311-115,K000390,0
36091,hr6311-115,K000380,0
36092,hr6311-115,K000381,0
36093,hr6311-115,K000188,0
36094,hr6311-115,K000362,1
36095,hr6311-115,K000210,1
36096,hr6311-115,K000378,1
36097,hr6311-115,K000387,1
36098,hr6311-115,K000391,0
36099,hr6311-115,K000382,1
36100,hr6311-115,K000392,1
36101,hr6311-115,L000573,1
36102,hr6311-115,L000585,1
36103,hr6311-115,L000578,1
36104,hr6311-115,L000588,1
36105,hr6311-115,L000564,1
36106,hr6311-115,L000567,1
36107,hr6311-115,L000559,0
36108,hr6311-115,L000560,0
36109,hr6311-115,L000557,0
36110,hr6311-115,L000566,1
36111,hr6311-115,L000581,0
36112,hr6311-115,L000586,0
36113,hr6311-115,L000551,0
36114,hr6311-115,L000589,1
36115,hr6311-115,L000263,0
36116,hr6311-115,L000287,0
36117,hr6311-115,L000587,1
36118,hr6311-115,L000582,0
36119,hr6311-115,L000563,0
36120,hr6311-115,L000554,1
36121,hr6311-115,L000565,0
36122,hr6311-115,L000397,0
36123,hr6311-115,L000576,1
36124,hr6311-115,L000583,1
36125,hr6311-115,L000584,1
36126,hr6311-115,L000579,0
36127,hr6311-115,L000480,0
36128,hr6311-115,L000491,1
36129,hr6311-115,L000569,1
36130,hr6311-115,L000580,0
36131,hr6311-115,L000570,0
36132,hr6311-115,L000562,0
36133,hr6311-115,M001193,1
36134,hr6311-115,M000087,0
36135,hr6311-115,M001185,0
36136,hr6311-115,M001158,1
36137,hr6311-115,M001179,1
36138,hr6311-115,M001198,1
36139,hr6311-115,M001184,1
36140,hr6311-115,M001199,1
36141,hr6311-115,M001163,0
36142,hr6311-115,M001165,1
36143,hr6311-115,M001157,1
36144,hr6311-115,M001177,1
36145,hr6311-115,M001143,0
36146,hr6311-115,M001200,0
36147,hr6311-115,M000312,0
36148,hr6311-115,M001156,1
36149,hr6311-115,M001180,1
36150,hr6311-115,M001159,1
36151,hr6311-115,M001166,0
36152,hr6311-115,M001197,1
36153,hr6311-115,M001187,1
36154,hr6311-115,M001137,0
36155,hr6311-115,M001188,0
36156,hr6311-115,M001189,1
36157,hr6311-115,M001201,1
36158,hr6311-115,M001194,1
36159,hr6311-115,M001195,1
36160,hr6311-115,M001160,0
36161,hr6311-115,M001196,0
36162,hr6311-115,M001190,1
36163,hr6311-115,M001202,1
36164,hr6311-115,N000002,0
36165,hr6311-115,N000179,0
36166,hr6311-115,N000015,0
36167,hr6311-115,N000189,1
36168,hr6311-115,N000184,1
36169,hr6311-115,N000127,0
36170,hr6311-115,N000188,0
36171,hr6311-115,N000190,1
36172,hr6311-115,N000181,1
36173,hr6311-115,O000171,1
36174,hr6311-115,O000170,0
36175,hr6311-115,O000168,1
36176,hr6311-115,P000601,0
36177,hr6311-115,P000034,0
36178,hr6311-115,P000609,1
36179,hr6311-115,P000613,0
36180,hr6311-115,P000096,0
36181,hr6311-115,P000594,1
36182,hr6311-115,P000604,0
36183,hr6311-115,P000588,1
36184,hr6311-115,P000197,0
36185,hr6311-115,P000593,0
36186,hr6311-115,P000605,1
36187,hr6311-115,P000608,0
36188,hr6311-115,P000258,1
36189,hr6311-115,P000597,0
36190,hr6311-115,P000606,1
36191,hr6311-115,P000607,0
36192,hr6311-115,P000592,1
36193,hr6311-115,P000611,1
36194,hr6311-115,P000598,0
36195,hr6311-115,P000599,1
36196,hr6311-115,P000523,0
36197,hr6311-115,Q000023,0
36198,hr6311-115,R000606,0
36199,hr6311-115,R000601,1
36200,hr6311-115,R000585,1
36201,hr6311-115,R000578,1
36202,hr6311-115,R000586,1
36203,hr6311-115,R000602,0
36204,hr6311-115,R000597,1
36205,hr6311-115,R000588,0
36206,hr6311-115,R000591,1
36207,hr6311-115,R000582,1
36208,hr6311-115,R000575,1
36209,hr6311-115,R000395,1
36210,hr6311-115,R000409,1
36211,hr6311-115,R000592,1
36212,hr6311-115,R000607,1
36213,hr6311-115,R000583,1
36214,hr6311-115,R000435,1
36215,hr6311-115,R000608,1
36216,hr6311-115,R000580,1
36217,hr6311-115,R000593,1
36218,hr6311-115,R000598,1
36219,hr6311-115,R000603,1
36220,hr6311-115,R000486,0
36221,hr6311-115,R000487,1
36222,hr6311-115,R000599,0
36223,hr6311-115,R000576,0
36224,hr6311-115,R000515,0
36225,hr6311-115,R000604,1
36226,hr6311-115,R000609,1
36227,hr6311-115,R000577,0
36228,hr6311-115,S001156,0
36229,hr6311-115,S000051,1
36230,hr6311-115,S001168,0
36231,hr6311-115,S001176,1
36232,hr6311-115,S001145,0
36233,hr6311-115,S001150,0
36234,hr6311-115,S001190,0
36235,hr6311-115,S001180,0
36236,hr6311-115,S001183,1
36237,hr6311-115,S000185,0
36238,hr6311-115,S001189,1
36239,hr6311-115,S001157,0
36240,hr6311-115,S000244,1
36241,hr6311-115,S000248,0
36242,hr6311-115,S000250,1
36243,hr6311-115,S001185,0
36244,hr6311-115,S001170,0
36245,hr6311-115,S000344,0
36246,hr6311-115,S000364,1
36247,hr6311-115,S001154,1
36248,hr6311-115,S001148,1
36249,hr6311-115,S001191,1
36250,hr6311-115,S001165,0
36251,hr6311-115,S001195,1
36252,hr6311-115,S001172,1
36253,hr6311-115,S000522,1
36254,hr6311-115,S000583,1
36255,hr6311-115,S000510,0
36256,hr6311-115,S001199,1
36257,hr6311-115,S001200,0
36258,hr6311-115,S001175,0
36259,hr6311-115,S001196,1
36260,hr6311-115,S001192,1
36261,hr6311-115,S001187,1
36262,hr6311-115,S001201,0
36263,hr6311-115,S001193,0
36264,hr6311-115,T000472,0
36265,hr6311-115,T000477,1
36266,hr6311-115,T000478,1
36267,hr6311-115,T000460,0
36268,hr6311-115,T000193,0
36269,hr6311-115,T000467,1
36270,hr6311-115,T000238,1
36271,hr6311-115,T000470,1
36272,hr6311-115,T000468,0
36273,hr6311-115,T000469,0
36274,hr6311-115,T000474,0
36275,hr6311-115,T000475,1
36276,hr6311-115,T000465,0
36277,hr6311-115,T000463,1
36278,hr6311-115,U000031,1
36279,hr6311-115,V000129,1
36280,hr6311-115,V000130,0
36281,hr6311-115,V000131,0
36282,hr6311-115,V000132,0
36283,hr6311-115,V000081,0
36284,hr6311-115,V000108,0
36285,hr6311-115,W000812,1
36286,hr6311-115,W000798,1
36287,hr6311-115,W000791,1
36288,hr6311-115,W000819,1
36289,hr6311-115,W000813,1
36290,hr6311-115,W000820,1
36291,hr6311-115,W000799,0
36292,hr6311-115,W000797,0
36293,hr6311-115,W000187,0
36294,hr6311-115,W000822,0
36295,hr6311-115,W000814,1
36296,hr6311-115,W000806,1
36297,hr6311-115,W000800,0
36298,hr6311-115,W000815,1
36299,hr6311-115,W000821,1
36300,hr6311-115,W000816,1
36301,hr6311-115,W000808,0
36302,hr6311-115,W000795,1
36303,hr6311-115,W000804,1
36304,hr6311-115,W000809,1
36305,hr6311-115,W000810,1
36306,hr6311-115,Y000062,0
36307,hr6311-115,Y000063,1
36308,hr6311-115,Y000065,1
36309,hr6311-115,Y000033,1
36310,hr6311-115,Y000066,1
36311,hr6311-115,Z000017,1
36312,hr6311-115,R000570,0
36313,hr6199-115,A000374,1
36314,hr6199-115,A000370,0
36315,hr6199-115,A000055,1
