,bill,person,vote
12380,hr1628-115,O000171,0
12381,hr1628-115,O000170,0
12382,hr1628-115,O000168,1
12383,hr1628-115,P000601,1
12384,hr1628-115,P000034,0
12385,hr1628-115,P000609,1
12386,hr1628-115,P000613,0
12387,hr1628-115,P000096,0
12388,hr1628-115,P000594,1
12389,hr1628-115,P000604,0
12390,hr1628-115,P000588,1
12391,hr1628-115,P000197,0
12392,hr1628-115,P000593,0
12393,hr1628-115,P000605,1
12394,hr1628-115,P000608,0
12395,hr1628-115,P000258,0
12396,hr1628-115,P000597,0
12397,hr1628-115,P000606,1
12398,hr1628-115,P000607,0
12399,hr1628-115,P000592,1
12400,hr1628-115,P000611,1
12401,hr1628-115,P000598,0
12402,hr1628-115,P000599,1
12403,hr1628-115,P000523,0
12404,hr1628-115,Q000023,0
12405,hr1628-115,R000606,0
12406,hr1628-115,R000601,1
12407,hr1628-115,R000585,1
12408,hr1628-115,R000578,0
12409,hr1628-115,R000586,1
12410,hr1628-115,R000602,0
12411,hr1628-115,R000597,1
12412,hr1628-115,R000588,0
12413,hr1628-115,R000591,1
12414,hr1628-115,R000582,1
12415,hr1628-115,R000575,1
12416,hr1628-115,R000395,1
12417,hr1628-115,R000409,1
12418,hr1628-115,R000592,1
12419,hr1628-115,R000607,1
12420,hr1628-115,R000583,1
12421,hr1628-115,R000435,0
12422,hr1628-115,R000608,0
12423,hr1628-115,R000580,1
12424,hr1628-115,R000593,1
12425,hr1628-115,R000598,1
12426,hr1628-115,R000603,1
12427,hr1628-115,R000486,0
12428,hr1628-115,R000487,1
12429,hr1628-115,R000599,0
12430,hr1628-115,R000576,0
12431,hr1628-115,R000515,0
12432,hr1628-115,R000604,1
12433,hr1628-115,R000609,1
12434,hr1628-115,R000577,0
12435,hr1628-115,R000570,1
12436,hr1628-115,S001156,0
12437,hr1628-115,S000051,1
12438,hr1628-115,S001168,0
12439,hr1628-115,S001176,1
12440,hr1628-115,S001145,0
12441,hr1628-115,S001150,0
12442,hr1628-115,S001190,0
12443,hr1628-115,S001180,0
12444,hr1628-115,S001183,1
12445,hr1628-115,S000185,0
12446,hr1628-115,S001189,1
12447,hr1628-115,S001157,0
12448,hr1628-115,S000244,1
12449,hr1628-115,S000248,0
12450,hr1628-115,S000250,1
12451,hr1628-115,S001185,0
12452,hr1628-115,S001170,0
12453,hr1628-115,S000344,0
12454,hr1628-115,S000364,1
12455,hr1628-115,S001154,1
12456,hr1628-115,S001148,1
12457,hr1628-115,S001191,0
12458,hr1628-115,S001165,0
12459,hr1628-115,S000480,0
12460,hr1628-115,S001195,1
12461,hr1628-115,S001172,1
12462,hr1628-115,S000522,0
12463,hr1628-115,S000583,1
12464,hr1628-115,S000510,0
12465,hr1628-115,S001199,1
12466,hr1628-115,S001200,0
12467,hr1628-115,S001175,0
12468,hr1628-115,S001196,1
12469,hr1628-115,S001192,1
12470,hr1628-115,S001187,1
12471,hr1628-115,S001201,0
12472,hr1628-115,S001193,0
12473,hr1628-115,T000472,0
12474,hr1628-115,T000477,1
12475,hr1628-115,T000478,1
12476,hr1628-115,T000460,0
12477,hr1628-115,T000193,0
12478,hr1628-115,T000467,1
12479,hr1628-115,T000238,1
12480,hr1628-115,T000462,1
12481,hr1628-115,T000470,1
12482,hr1628-115,T000468,0
12483,hr1628-115,T000469,0
12484,hr1628-115,T000474,0
12485,hr1628-115,T000475,1
12486,hr1628-115,T000465,0
12487,hr1628-115,T000463,0
12488,hr1628-115,U000031,1
12489,hr1628-115,V000129,1
12490,hr1628-115,V000130,0
12491,hr1628-115,V000131,0
12492,hr1628-115,V000132,0
12493,hr1628-115,V000081,0
12494,hr1628-115,V000108,0
12495,hr1628-115,W000812,1
12496,hr1628-115,W000798,1
12497,hr1628-115,W000791,1
12498,hr1628-115,W000819,1
12499,hr1628-115,W000813,1
12500,hr1628-115,W000820,1
12501,hr1628-115,W000799,0
12502,hr1628-115,W000797,0
12503,hr1628-115,W000187,0
12504,hr1628-115,W000822,0
12505,hr1628-115,W000814,1
12506,hr1628-115,W000806,1
12507,hr1628-115,W000800,0
12508,hr1628-115,W000815,1
12509,hr1628-115,W000821,1
12510,hr1628-115,W000816,1
12511,hr1628-115,W000808,0
12512,hr1628-115,W000795,1
12513,hr1628-115,W000804,1
12514,hr1628-115,W000809,1
12515,hr1628-115,W000810,1
12516,hr1628-115,Y000062,0
12517,hr1628-115,Y000063,1
12518,hr1628-115,Y000065,1
12519,hr1628-115,Y000033,1
12520,hr1628-115,Y000066,1
12521,hr1628-115,Z000017,1
12522,hr115-115,A000374,1
12523,hr115-115,A000370,0
12524,hr115-115,A000055,1
12525,hr115-115,A000371,1
12526,hr115-115,A000372,1
12527,hr115-115,A000367,0
12528,hr115-115,A000369,1
12529,hr115-115,A000375,1
12530,hr115-115,B001291,1
12531,hr115-115,B001298,1
12532,hr115-115,B001299,1
12533,hr115-115,B001269,1
12534,hr115-115,B001282,1
12535,hr115-115,B001300,0
12536,hr115-115,B000213,1
12537,hr115-115,B001270,0
12538,hr115-115,B001281,0
12539,hr115-115,B001287,1
12540,hr115-115,B001301,1
12541,hr115-115,B001292,0
12542,hr115-115,B001302,1
12543,hr115-115,B001257,1
12544,hr115-115,B000490,1
12545,hr115-115,B001293,1
12546,hr115-115,B001250,1
12547,hr115-115,B001273,1
12548,hr115-115,B001243,1
12549,hr115-115,B001294,1
12550,hr115-115,B000574,0
12551,hr115-115,B001303,0
12552,hr115-115,B001278,0
12553,hr115-115,B001295,1
12554,hr115-115,B001296,0
12555,hr115-115,B001227,0
12556,hr115-115,B000755,1
12557,hr115-115,B001290,1
12558,hr115-115,B001283,1
12559,hr115-115,B001274,1
12560,hr115-115,B001284,1
12561,hr115-115,B001304,0
12562,hr115-115,B001285,0
12563,hr115-115,B001260,1
12564,hr115-115,B001297,1
12565,hr115-115,B001275,1
12566,hr115-115,B001305,1
12567,hr115-115,B001248,1
12568,hr115-115,B001286,1
12569,hr115-115,B001251,0
12570,hr115-115,B001289,1
12571,hr115-115,C000059,1
12572,hr115-115,C001037,0
12573,hr115-115,C001112,1
12574,hr115-115,C001097,0
12575,hr115-115,C001072,0
12576,hr115-115,C001103,1
12577,hr115-115,C001051,1
12578,hr115-115,C001090,1
12579,hr115-115,C001066,1
12580,hr115-115,C001091,0
12581,hr115-115,C000266,1
12582,hr115-115,C001076,0
12583,hr115-115,C001109,1
12584,hr115-115,C001080,0
12585,hr115-115,C001084,0
12586,hr115-115,C001101,0
12587,hr115-115,C001067,0
12588,hr115-115,C001049,0
12589,hr115-115,C001061,0
12590,hr115-115,C000537,0
12591,hr115-115,C001077,1
12592,hr115-115,C001068,0
12593,hr115-115,C001053,0
12594,hr115-115,C001093,1
12595,hr115-115,C001092,1
12596,hr115-115,C001108,1
12597,hr115-115,C001105,1
12598,hr115-115,C001062,1
12599,hr115-115,C001078,0
12600,hr115-115,C000714,0
12601,hr115-115,C001094,1
12602,hr115-115,C000754,0
12603,hr115-115,C001110,1
12604,hr115-115,C001059,1
12605,hr115-115,C001106,1
12606,hr115-115,C001069,0
12607,hr115-115,C001096,1
12608,hr115-115,C001087,0
12609,hr115-115,C001111,1
12610,hr115-115,C001038,0
12611,hr115-115,C001063,1
12612,hr115-115,C001048,1
12613,hr115-115,C000984,0
12614,hr115-115,C001107,0
12615,hr115-115,D000626,1
12616,hr115-115,D000598,0
12617,hr115-115,D000096,0
12618,hr115-115,D000619,1
12619,hr115-115,D000191,0
12620,hr115-115,D000197,0
12621,hr115-115,D000620,0
12622,hr115-115,D000216,0
12623,hr115-115,D000617,0
12624,hr115-115,D000627,1
12625,hr115-115,D000612,1
12626,hr115-115,D000604,1
12627,hr115-115,D000621,1
12628,hr115-115,D000623,0
12629,hr115-115,D000616,1
12630,hr115-115,D000610,1
12631,hr115-115,D000600,1
12632,hr115-115,D000624,0
12633,hr115-115,D000399,0
12634,hr115-115,D000625,1
12635,hr115-115,D000482,0
12636,hr115-115,D000614,1
12637,hr115-115,D000615,1
12638,hr115-115,D000533,1
12639,hr115-115,D000628,1
12640,hr115-115,E000288,0
12641,hr115-115,E000294,1
12642,hr115-115,E000179,0
12643,hr115-115,E000215,0
12644,hr115-115,E000297,0
12645,hr115-115,E000298,1
12646,hr115-115,E000293,0
12647,hr115-115,E000296,0
12648,hr115-115,F000460,1
12649,hr115-115,F000464,1
12650,hr115-115,F000465,1
12651,hr115-115,F000466,1
12652,hr115-115,F000459,1
12653,hr115-115,F000461,1
12654,hr115-115,F000449,1
12655,hr115-115,F000454,0
12656,hr115-115,F000450,1
12657,hr115-115,F000462,0
12658,hr115-115,F000448,1
12659,hr115-115,F000372,1
12660,hr115-115,F000455,0
12661,hr115-115,G000571,0
12662,hr115-115,G000578,1
12663,hr115-115,G000579,1
12664,hr115-115,G000574,0
12665,hr115-115,G000559,1
12666,hr115-115,G000580,1
12667,hr115-115,G000563,1
12668,hr115-115,G000552,0
12669,hr115-115,G000581,1
12670,hr115-115,G000289,1
12671,hr115-115,G000565,1
12672,hr115-115,G000583,1
12673,hr115-115,G000566,1
12674,hr115-115,G000377,1
12675,hr115-115,G000560,1
12676,hr115-115,G000577,1
12677,hr115-115,G000546,1
12678,hr115-115,G000553,0
12679,hr115-115,G000410,1
12680,hr115-115,G000568,1
12681,hr115-115,G000551,0
12682,hr115-115,G000576,1
12683,hr115-115,G000558,1
12684,hr115-115,G000535,0
12685,hr115-115,H001050,0
12686,hr115-115,H001045,1
12687,hr115-115,H001052,1
12688,hr115-115,H001053,1
12689,hr115-115,H000324,0
12690,hr115-115,H001064,1
12691,hr115-115,H001036,1
12692,hr115-115,H001056,1
12693,hr115-115,H001071,1
12694,hr115-115,H001077,1
12695,hr115-115,H001038,1
12696,hr115-115,H001072,1
12697,hr115-115,H001047,0
12698,hr115-115,H001065,1
12699,hr115-115,H001074,1
12700,hr115-115,H000874,0
12701,hr115-115,H001067,1
12702,hr115-115,H001068,0
12703,hr115-115,H001058,1
12704,hr115-115,H001059,1
12705,hr115-115,H001048,1
12706,hr115-115,H001073,1
12707,hr115-115,I000056,1
12708,hr115-115,J000032,0
12709,hr115-115,J000298,0
12710,hr115-115,J000294,0
12711,hr115-115,J000290,1
12712,hr115-115,J000297,1
12713,hr115-115,J000288,0
12714,hr115-115,J000299,1
12715,hr115-115,J000292,1
12716,hr115-115,J000126,0
12717,hr115-115,J000174,0
12718,hr115-115,J000255,1
12719,hr115-115,J000289,1
12720,hr115-115,J000295,1
12721,hr115-115,K000009,0
12722,hr115-115,K000386,1
12723,hr115-115,K000375,0
12724,hr115-115,K000385,0
12725,hr115-115,K000388,1
12726,hr115-115,K000376,1
12727,hr115-115,K000379,0
12728,hr115-115,K000389,0
12729,hr115-115,K000390,0
12730,hr115-115,K000380,0
12731,hr115-115,K000381,1
12732,hr115-115,K000188,1
12733,hr115-115,K000362,1
12734,hr115-115,K000210,1
12735,hr115-115,K000378,1
12736,hr115-115,K000387,1
12737,hr115-115,K000391,1
12738,hr115-115,K000382,0
12739,hr115-115,K000392,1
12740,hr115-115,L000573,1
12741,hr115-115,L000585,1
12742,hr115-115,L000578,1
12743,hr115-115,L000564,1
12744,hr115-115,L000567,1
12745,hr115-115,L000559,0
12746,hr115-115,L000560,0
12747,hr115-115,L000557,0
12748,hr115-115,L000566,1
12749,hr115-115,L000581,0
12750,hr115-115,L000586,1
12751,hr115-115,L000551,0
12752,hr115-115,L000263,0
12753,hr115-115,L000287,0
12754,hr115-115,L000587,1
12755,hr115-115,L000582,0
12756,hr115-115,L000563,1
12757,hr115-115,L000554,1
12758,hr115-115,L000565,0
12759,hr115-115,L000397,0
12760,hr115-115,L000576,1
12761,hr115-115,L000583,1
12762,hr115-115,L000584,1
12763,hr115-115,L000579,0
12764,hr115-115,L000480,0
12765,hr115-115,L000491,1
12766,hr115-115,L000569,1
12767,hr115-115,L000580,0
12768,hr115-115,L000570,0
12769,hr115-115,L000562,1
12770,hr115-115,M001193,1
12771,hr115-115,M000087,0
12772,hr115-115,M001185,1
12773,hr115-115,M001158,1
12774,hr115-115,M001179,1
12775,hr115-115,M001198,1
12776,hr115-115,M001184,0
12777,hr115-115,M001199,1
12778,hr115-115,M001163,0
12779,hr115-115,M001165,1
12780,hr115-115,M001157,1
12781,hr115-115,M001177,1
12782,hr115-115,M001143,0
12783,hr115-115,M001200,0
12784,hr115-115,M000312,0
12785,hr115-115,M001156,1
12786,hr115-115,M001180,1
12787,hr115-115,M001159,1
12788,hr115-115,M001166,0
12789,hr115-115,M001197,1
12790,hr115-115,M001187,1
12791,hr115-115,M001181,1
12792,hr115-115,M001137,0
12793,hr115-115,M001188,1
12794,hr115-115,M001189,1
12795,hr115-115,M001201,0
12796,hr115-115,M001194,1
12797,hr115-115,M001195,1
12798,hr115-115,M001160,0
12799,hr115-115,M001196,0
12800,hr115-115,M001190,1
12801,hr115-115,M001202,1
12802,hr115-115,M001151,1
12803,hr115-115,N000002,0
12804,hr115-115,N000179,0
12805,hr115-115,N000015,0
12806,hr115-115,N000189,0
12807,hr115-115,N000184,1
12808,hr115-115,N000127,0
12809,hr115-115,N000188,1
12810,hr115-115,N000181,1
12811,hr115-115,O000171,1
12812,hr115-115,O000170,1
12813,hr115-115,O000168,1
12814,hr115-115,P000601,1
12815,hr115-115,P000034,0
12816,hr115-115,P000609,1
12817,hr115-115,P000613,1
12818,hr115-115,P000096,1
12819,hr115-115,P000594,1
12820,hr115-115,P000604,0
12821,hr115-115,P000588,1
12822,hr115-115,P000197,0
12823,hr115-115,P000593,1
12824,hr115-115,P000605,1
12825,hr115-115,P000608,1
12826,hr115-115,P000258,1
12827,hr115-115,P000597,0
12828,hr115-115,P000606,1
12829,hr115-115,P000607,0
12830,hr115-115,P000592,1
12831,hr115-115,P000611,1
12832,hr115-115,P000598,0
12833,hr115-115,P000599,1
12834,hr115-115,P000523,0
12835,hr115-115,Q000023,1
12836,hr115-115,R000606,0
12837,hr115-115,R000601,1
12838,hr115-115,R000585,1
12839,hr115-115,R000578,1
12840,hr115-115,R000586,1
12841,hr115-115,R000602,0
12842,hr115-115,R000597,1
12843,hr115-115,R000588,0
12844,hr115-115,R000591,1
12845,hr115-115,R000582,1
12846,hr115-115,R000575,1
12847,hr115-115,R000395,1
12848,hr115-115,R000409,1
12849,hr115-115,R000592,1
12850,hr115-115,R000607,1
12851,hr115-115,R000583,0
12852,hr115-115,R000435,1
12853,hr115-115,R000608,1
12854,hr115-115,R000580,1
12855,hr115-115,R000593,1
12856,hr115-115,R000598,1
12857,hr115-115,R000603,1
12858,hr115-115,R000486,0
12859,hr115-115,R000487,1
12860,hr115-115,R000599,1
12861,hr115-115,R000576,1
12862,hr115-115,R000515,0
12863,hr115-115,R000604,0
12864,hr115-115,R000609,1
12865,hr115-115,R000577,0
12866,hr115-115,S001156,0
12867,hr115-115,S000051,1
12868,hr115-115,S001168,0
12869,hr115-115,S001176,1
12870,hr115-115,S001145,0
12871,hr115-115,S001150,1
12872,hr115-115,S001190,0
12873,hr115-115,S001180,1
12874,hr115-115,S001183,1
12875,hr115-115,S000185,0
12876,hr115-115,S001189,1
12877,hr115-115,S001157,0
12878,hr115-115,S000244,1
12879,hr115-115,S000248,0
12880,hr115-115,S000250,0
12881,hr115-115,S001185,0
12882,hr115-115,S001170,0
12883,hr115-115,S000344,0
12884,hr115-115,S000364,1
12885,hr115-115,S001154,1
12886,hr115-115,S001148,1
12887,hr115-115,S001191,1
12888,hr115-115,S001165,0
12889,hr115-115,S000480,0
12890,hr115-115,S001195,1
12891,hr115-115,S001172,1
12892,hr115-115,S000522,0
12893,hr115-115,S000583,1
12894,hr115-115,S000510,0
12895,hr115-115,S001199,1
12896,hr115-115,S001200,1
12897,hr115-115,S001175,0
12898,hr115-115,S001196,1
12899,hr115-115,S001192,1
12900,hr115-115,S001187,1
12901,hr115-115,S001201,0
12902,hr115-115,S001193,0
12903,hr115-115,T000472,0
12904,hr115-115,T000477,1
12905,hr115-115,T000478,1
12906,hr115-115,T000460,1
12907,hr115-115,T000193,1
12908,hr115-115,T000467,1
12909,hr115-115,T000238,1
12910,hr115-115,T000462,1
12911,hr115-115,T000470,1
12912,hr115-115,T000468,0
12913,hr115-115,T000469,0
12914,hr115-115,T000474,1
12915,hr115-115,T000475,1
12916,hr115-115,T000465,0
12917,hr115-115,T000463,1
12918,hr115-115,U000031,1
12919,hr115-115,V000129,1
12920,hr115-115,V000130,0
12921,hr115-115,V000131,0
12922,hr115-115,V000132,1
12923,hr115-115,V000081,0
12924,hr115-115,V000108,0
12925,hr115-115,W000812,1
12926,hr115-115,W000798,1
12927,hr115-115,W000791,1
12928,hr115-115,W000819,1
12929,hr115-115,W000813,1
12930,hr115-115,W000820,1
12931,hr115-115,W000799,0
12932,hr115-115,W000797,0
12933,hr115-115,W000187,0
12934,hr115-115,W000822,0
12935,hr115-115,W000814,1
12936,hr115-115,W000806,1
12937,hr115-115,W000800,0
12938,hr115-115,W000815,1
12939,hr115-115,W000821,1
12940,hr115-115,W000816,1
12941,hr115-115,W000808,0
12942,hr115-115,W000795,1
12943,hr115-115,W000804,1
12944,hr115-115,W000809,1
12945,hr115-115,W000810,1
12946,hr115-115,Y000062,0
12947,hr115-115,Y000063,1
12948,hr115-115,Y000065,1
12949,hr115-115,Y000033,1
12950,hr115-115,Y000066,1
12951,hr115-115,Z000017,1
12952,hr115-115,R000570,0
12953,hr10-115,A000374,1
12954,hr10-115,A000370,0
12955,hr10-115,A000055,1
12956,hr10-115,A000371,0
12957,hr10-115,A000372,1
12958,hr10-115,A000367,1
12959,hr10-115,A000369,1
12960,hr10-115,A000375,1
12961,hr10-115,B001291,1
12962,hr10-115,B001298,1
12963,hr10-115,B001299,1
12964,hr10-115,B001269,1
12965,hr10-115,B001282,1
12966,hr10-115,B001300,0
12967,hr10-115,B000213,1
12968,hr10-115,B001270,0
12969,hr10-115,B001281,0
12970,hr10-115,B001287,0
12971,hr10-115,B001301,1
12972,hr10-115,B001292,0
12973,hr10-115,B001302,1
12974,hr10-115,B001257,1
12975,hr10-115,B000490,0
12976,hr10-115,B001293,1
12977,hr10-115,B001250,1
12978,hr10-115,B001273,1
12979,hr10-115,B001243,1
12980,hr10-115,B001294,1
12981,hr10-115,B000574,0
12982,hr10-115,B001303,0
12983,hr10-115,B001278,0
12984,hr10-115,B001295,1
12985,hr10-115,B001296,0
12986,hr10-115,B001227,0
12987,hr10-115,B000755,1
12988,hr10-115,B001290,1
12989,hr10-115,B001283,1
12990,hr10-115,B001274,1
12991,hr10-115,B001284,1
12992,hr10-115,B001304,0
12993,hr10-115,B001285,0
12994,hr10-115,B001260,1
12995,hr10-115,B001297,1
12996,hr10-115,B001275,1
12997,hr10-115,B001305,1
12998,hr10-115,B001248,1
12999,hr10-115,B001286,0
13000,hr10-115,B001251,0
13001,hr10-115,B001289,1
13002,hr10-115,C000059,1
13003,hr10-115,C001037,0
13004,hr10-115,C001112,0
13005,hr10-115,C001097,0
13006,hr10-115,C001072,0
13007,hr10-115,C001103,1
13008,hr10-115,C001051,1
13009,hr10-115,C001090,0
13010,hr10-115,C001066,0
13011,hr10-115,C001091,0
13012,hr10-115,C000266,1
13013,hr10-115,C001076,1
13014,hr10-115,C001109,1
13015,hr10-115,C001080,0
13016,hr10-115,C001084,0
13017,hr10-115,C001101,0
13018,hr10-115,C001067,0
13019,hr10-115,C001049,0
13020,hr10-115,C001061,0
13021,hr10-115,C000537,0
13022,hr10-115,C001077,1
13023,hr10-115,C001068,0
13024,hr10-115,C001053,1
13025,hr10-115,C001093,1
13026,hr10-115,C001092,1
13027,hr10-115,C001108,1
13028,hr10-115,C001105,1
13029,hr10-115,C001062,1
13030,hr10-115,C001078,0
13031,hr10-115,C000714,0
13032,hr10-115,C001094,1
13033,hr10-115,C000754,0
13034,hr10-115,C001110,0
13035,hr10-115,C001059,0
13036,hr10-115,C001106,1
13037,hr10-115,C001069,0
13038,hr10-115,C001096,1
13039,hr10-115,C001087,1
13040,hr10-115,C001111,0
13041,hr10-115,C001038,0
13042,hr10-115,C001063,0
13043,hr10-115,C001048,1
13044,hr10-115,C000984,0
13045,hr10-115,C001107,1
13046,hr10-115,D000626,1
13047,hr10-115,D000598,0
13048,hr10-115,D000096,0
13049,hr10-115,D000619,1
13050,hr10-115,D000191,0
13051,hr10-115,D000197,0
13052,hr10-115,D000620,0
13053,hr10-115,D000216,0
13054,hr10-115,D000617,0
13055,hr10-115,D000627,0
13056,hr10-115,D000612,1
13057,hr10-115,D000604,1
13058,hr10-115,D000621,1
13059,hr10-115,D000623,0
13060,hr10-115,D000616,1
13061,hr10-115,D000610,0
13062,hr10-115,D000600,1
13063,hr10-115,D000624,0
13064,hr10-115,D000399,0
13065,hr10-115,D000625,1
13066,hr10-115,D000482,0
13067,hr10-115,D000614,1
13068,hr10-115,D000615,1
13069,hr10-115,D000533,1
13070,hr10-115,D000628,1
13071,hr10-115,E000288,0
13072,hr10-115,E000294,1
13073,hr10-115,E000179,0
13074,hr10-115,E000215,0
13075,hr10-115,E000297,0
13076,hr10-115,E000298,1
13077,hr10-115,E000293,0
13078,hr10-115,E000296,0
13079,hr10-115,F000460,1
13080,hr10-115,F000464,1
13081,hr10-115,F000465,1
13082,hr10-115,F000466,1
13083,hr10-115,F000459,1
13084,hr10-115,F000461,1
13085,hr10-115,F000449,1
13086,hr10-115,F000454,0
13087,hr10-115,F000450,1
13088,hr10-115,F000462,0
13089,hr10-115,F000448,1
13090,hr10-115,F000372,1
13091,hr10-115,F000455,0
13092,hr10-115,G000571,0
13093,hr10-115,G000578,1
13094,hr10-115,G000579,1
13095,hr10-115,G000574,0
13096,hr10-115,G000559,0
13097,hr10-115,G000580,1
13098,hr10-115,G000563,1
13099,hr10-115,G000552,1
13100,hr10-115,G000581,0
13101,hr10-115,G000289,1
13102,hr10-115,G000565,1
13103,hr10-115,G000583,0
13104,hr10-115,G000566,1
13105,hr10-115,G000377,1
13106,hr10-115,G000560,1
13107,hr10-115,G000577,1
13108,hr10-115,G000546,1
13109,hr10-115,G000553,0
13110,hr10-115,G000410,0
13111,hr10-115,G000568,1
13112,hr10-115,G000551,0
13113,hr10-115,G000576,1
13114,hr10-115,G000558,1
13115,hr10-115,G000535,0
13116,hr10-115,H001050,0
13117,hr10-115,H001045,1
13118,hr10-115,H001052,1
13119,hr10-115,H001053,1
13120,hr10-115,H000324,0
13121,hr10-115,H001064,0
13122,hr10-115,H001036,1
13123,hr10-115,H001056,1
13124,hr10-115,H001071,1
13125,hr10-115,H001077,1
13126,hr10-115,H001038,0
13127,hr10-115,H001072,1
13128,hr10-115,H001047,0
13129,hr10-115,H001065,1
13130,hr10-115,H001074,1
13131,hr10-115,H000874,0
13132,hr10-115,H001067,1
13133,hr10-115,H001068,0
13134,hr10-115,H001058,1
13135,hr10-115,H001059,1
13136,hr10-115,H001048,1
13137,hr10-115,H001073,1
13138,hr10-115,I000056,1
13139,hr10-115,J000032,0
13140,hr10-115,J000298,0
13141,hr10-115,J000294,0
13142,hr10-115,J000290,1
13143,hr10-115,J000297,1
13144,hr10-115,J000288,0
13145,hr10-115,J000299,1
13146,hr10-115,J000292,1
13147,hr10-115,J000126,0
13148,hr10-115,J000174,0
13149,hr10-115,J000255,0
13150,hr10-115,J000289,1
13151,hr10-115,J000295,1
13152,hr10-115,K000009,0
13153,hr10-115,K000386,1
13154,hr10-115,K000375,0
13155,hr10-115,K000385,0
13156,hr10-115,K000388,1
13157,hr10-115,K000376,1
13158,hr10-115,K000379,0
13159,hr10-115,K000389,0
13160,hr10-115,K000390,0
13161,hr10-115,K000380,0
13162,hr10-115,K000381,0
13163,hr10-115,K000188,0
13164,hr10-115,K000362,1
13165,hr10-115,K000210,1
13166,hr10-115,K000378,1
13167,hr10-115,K000387,1
13168,hr10-115,K000391,0
13169,hr10-115,K000382,0
13170,hr10-115,K000392,1
13171,hr10-115,L000573,1
13172,hr10-115,L000585,1
13173,hr10-115,L000578,1
13174,hr10-115,L000564,1
13175,hr10-115,L000567,1
13176,hr10-115,L000559,0
13177,hr10-115,L000560,0
13178,hr10-115,L000557,0
13179,hr10-115,L000566,1
13180,hr10-115,L000581,0
13181,hr10-115,L000586,0
13182,hr10-115,L000551,0
13183,hr10-115,L000263,0
13184,hr10-115,L000287,0
13185,hr10-115,L000587,1
13186,hr10-115,L000582,0
13187,hr10-115,L000563,0
13188,hr10-115,L000554,1
13189,hr10-115,L000565,0
13190,hr10-115,L000397,0
13191,hr10-115,L000576,1
13192,hr10-115,L000583,1
13193,hr10-115,L000584,1
13194,hr10-115,L000579,0
13195,hr10-115,L000480,0
13196,hr10-115,L000491,1
13197,hr10-115,L000569,1
13198,hr10-115,L000580,0
13199,hr10-115,L000570,0
13200,hr10-115,L000562,0
13201,hr10-115,M001193,1
13202,hr10-115,M000087,0
13203,hr10-115,M001185,0
13204,hr10-115,M001158,1
13205,hr10-115,M001179,0
13206,hr10-115,M001198,1
13207,hr10-115,M001184,1
13208,hr10-115,M001199,1
13209,hr10-115,M001163,0
13210,hr10-115,M001165,1
13211,hr10-115,M001157,1
13212,hr10-115,M001177,1
13213,hr10-115,M001143,0
13214,hr10-115,M001200,0
13215,hr10-115,M000312,0
13216,hr10-115,M001156,1
13217,hr10-115,M001180,1
13218,hr10-115,M001159,1
13219,hr10-115,M001166,0
13220,hr10-115,M001197,1
13221,hr10-115,M001187,1
13222,hr10-115,M001181,1
13223,hr10-115,M001137,0
13224,hr10-115,M001188,0
13225,hr10-115,M001189,1
13226,hr10-115,M001201,1
13227,hr10-115,M001194,1
13228,hr10-115,M001195,1
13229,hr10-115,M001160,0
13230,hr10-115,M001196,0
13231,hr10-115,M001190,1
13232,hr10-115,M001202,0
13233,hr10-115,M001151,1
13234,hr10-115,N000002,0
13235,hr10-115,N000179,0
13236,hr10-115,N000015,0
13237,hr10-115,N000189,1
13238,hr10-115,N000184,1
13239,hr10-115,N000127,0
13240,hr10-115,N000188,0
13241,hr10-115,N000181,1
13242,hr10-115,O000171,0
13243,hr10-115,O000170,0
13244,hr10-115,O000168,1
13245,hr10-115,P000601,1
13246,hr10-115,P000034,0
13247,hr10-115,P000609,1
13248,hr10-115,P000613,0
13249,hr10-115,P000096,0
13250,hr10-115,P000594,1
13251,hr10-115,P000604,0
13252,hr10-115,P000588,1
13253,hr10-115,P000197,0
13254,hr10-115,P000593,0
13255,hr10-115,P000605,1
13256,hr10-115,P000608,0
13257,hr10-115,P000258,0
13258,hr10-115,P000597,0
13259,hr10-115,P000606,1
13260,hr10-115,P000607,0
13261,hr10-115,P000592,1
13262,hr10-115,P000611,1
13263,hr10-115,P000598,0
13264,hr10-115,P000599,1
13265,hr10-115,P000523,0
13266,hr10-115,Q000023,0
13267,hr10-115,R000606,0
13268,hr10-115,R000601,1
13269,hr10-115,R000585,1
13270,hr10-115,R000578,0
13271,hr10-115,R000586,1
13272,hr10-115,R000602,0
13273,hr10-115,R000597,1
13274,hr10-115,R000588,0
13275,hr10-115,R000591,1
13276,hr10-115,R000582,1
13277,hr10-115,R000575,1
13278,hr10-115,R000395,1
13279,hr10-115,R000409,1
13280,hr10-115,R000592,1
13281,hr10-115,R000607,1
13282,hr10-115,R000583,1
13283,hr10-115,R000435,1
13284,hr10-115,R000608,0
13285,hr10-115,R000580,1
13286,hr10-115,R000593,1
13287,hr10-115,R000598,1
13288,hr10-115,R000603,1
13289,hr10-115,R000486,0
13290,hr10-115,R000487,1
13291,hr10-115,R000599,0
13292,hr10-115,R000576,0
13293,hr10-115,R000515,0
13294,hr10-115,R000604,1
13295,hr10-115,R000609,1
13296,hr10-115,R000577,0
13297,hr10-115,S001156,0
13298,hr10-115,S000051,1
13299,hr10-115,S001168,0
13300,hr10-115,S001176,1
13301,hr10-115,S001145,0
